time,latitude,longitude,depth,magnitude,place
1314075412870,12.01,44.089,10.0,4.9,"87 km E of Obock, Djibouti"
1312327472920,9.979,43.087,10.0,5.0,"34 km WNW of Baki, Somalia"
1311455247250,12.867,47.816,10.0,4.1,"193 km NNW of Las Khorey, Somalia"
1308302172570,13.303,41.732,10.0,5.6,"69 km S of Edd, Eritrea"
1307914915800,13.377,41.62,2.5,4.6,"61 km S of Edd, Eritrea"
1307914633320,13.213,41.792,12.2,4.5,"80 km S of Edd, Eritrea"
1307914268720,13.34,41.542,13.1,4.6,"67 km SSW of Edd, Eritrea"
1307913431220,13.408,41.548,10.0,4.6,"59 km SSW of Edd, Eritrea"
1307912603160,13.53,41.641,10.0,5.4,"44 km S of Edd, Eritrea"
1307912298460,13.433,41.682,10.0,4.0,"55 km S of Edd, Eritrea"
1307910760490,13.414,41.735,10.0,5.6,"57 km S of Edd, Eritrea"
1307910186400,13.392,41.62,10.0,4.3,"60 km S of Edd, Eritrea"
1307909454780,13.153,41.661,10.0,4.1,"86 km S of Edd, Eritrea"
1307908663910,13.377,41.665,10.0,4.4,"61 km S of Edd, Eritrea"
1307907856310,13.409,41.711,10.0,4.8,"57 km S of Edd, Eritrea"
1307907483460,13.226,41.735,10.0,4.5,"78 km S of Edd, Eritrea"
1307907463850,13.441,41.667,10.0,4.8,"54 km S of Edd, Eritrea"
1307907079750,13.251,41.795,10.0,4.2,"76 km S of Edd, Eritrea"
1307906635520,13.312,41.72,10.0,4.6,"68 km S of Edd, Eritrea"
1307906510810,13.303,41.801,10.0,5.0,"70 km S of Edd, Eritrea"
1307905417210,13.428,41.727,10.0,4.2,"55 km S of Edd, Eritrea"
1307904972850,13.262,41.765,10.0,4.0,"74 km S of Edd, Eritrea"
1307904531500,13.353,41.818,10.0,4.0,"65 km SSE of Edd, Eritrea"
1307901681720,13.196,41.818,10.0,4.4,"82 km S of Edd, Eritrea"
1307900840290,13.332,41.693,10.0,4.7,"66 km S of Edd, Eritrea"
1307899478940,13.097,41.779,10.0,4.0,"92 km S of Edd, Eritrea"
1307899089640,13.344,41.766,10.0,4.8,"65 km S of Edd, Eritrea"
1307898634810,12.91,41.74,10.0,4.0,"108 km W of Assab, Eritrea"
1307898546310,12.969,41.023,10.0,4.5,"128 km SW of Edd, Eritrea"
1307898000600,13.311,41.696,10.0,4.2,"68 km S of Edd, Eritrea"
1307897460390,13.349,41.763,10.0,4.3,"64 km S of Edd, Eritrea"
1307897080870,13.337,41.659,10.0,4.7,"65 km S of Edd, Eritrea"
1307896390730,13.294,41.756,10.0,4.3,"70 km S of Edd, Eritrea"
1307896069900,13.305,41.654,10.0,4.8,"69 km S of Edd, Eritrea"
1307895884070,13.398,41.726,10.0,4.8,"59 km S of Edd, Eritrea"
1307895731160,13.282,41.716,10.0,4.2,"71 km S of Edd, Eritrea"
1307895123180,13.322,41.781,12.5,4.7,"68 km S of Edd, Eritrea"
1307894970950,13.331,41.76,10.0,4.5,"66 km S of Edd, Eritrea"
1307893132000,13.339,41.637,10.0,4.0,"65 km S of Edd, Eritrea"
1307893024110,13.42,41.694,1.9,5.1,"56 km S of Edd, Eritrea"
1307729814400,12.467,47.647,10.0,4.7,"156 km NNW of Las Khorey, Somalia"
1307728017690,12.435,47.609,10.0,4.4,"154 km NNW of Las Khorey, Somalia"
1307646146970,12.428,47.5,10.0,4.6,"159 km NNW of Las Khorey, Somalia"
1307059126160,11.672,44.037,10.0,4.0,"87 km ESE of Obock, Djibouti"
1307056875860,12.034,43.889,10.0,4.2,"65 km E of Obock, Djibouti"
1306802180340,12.409,47.29,10.7,4.5,"169 km NW of Las Khorey, Somalia"
1305437084570,11.957,44.348,10.0,4.0,"115 km E of Obock, Djibouti"
1303205874750,11.819,44.023,10.0,4.7,"81 km ESE of Obock, Djibouti"
1303204083160,11.923,43.992,10.0,4.8,"76 km E of Obock, Djibouti"
1301596418040,13.17,41.829,6.5,4.5,"85 km S of Edd, Eritrea"
1301538287920,12.007,43.782,10.0,4.2,"53 km E of Obock, Djibouti"
1301449369170,11.993,44.061,10.0,4.9,"84 km E of Obock, Djibouti"
1301448472380,11.825,44.047,10.0,4.4,"84 km E of Obock, Djibouti"
1300565290360,6.659,38.521,10.0,5.0,"13 km ENE of Wendo, Ethiopia"
1300047404430,11.902,44.086,10.0,4.1,"87 km E of Obock, Djibouti"
1300030500220,11.865,44.006,10.0,4.9,"78 km E of Obock, Djibouti"
1300025289310,11.852,44.024,10.0,4.3,"81 km E of Obock, Djibouti"
1298672991780,11.649,44.282,10.0,4.2,"113 km ESE of Obock, Djibouti"
1298127755210,11.817,44.207,10.0,4.0,"101 km E of Obock, Djibouti"
1298114384350,11.654,44.119,10.0,4.3,"96 km ENE of Loyada, Djibouti"
1298057364990,11.682,44.137,10.0,4.7,"97 km ESE of Obock, Djibouti"
1298032036360,11.621,44.18,10.0,4.2,"102 km E of Loyada, Djibouti"
1297998141440,11.85,44.093,10.0,4.3,"88 km E of Obock, Djibouti"
1297979850670,11.752,44.139,10.0,4.0,"95 km ESE of Obock, Djibouti"
1297976603530,11.723,44.136,10.0,4.1,"96 km ESE of Obock, Djibouti"
1297942435350,11.63,44.104,10.0,4.4,"94 km ENE of Loyada, Djibouti"
1297531102910,11.882,44.016,10.0,4.3,"79 km E of Obock, Djibouti"
1296559472030,11.778,43.957,10.0,4.8,"75 km ESE of Obock, Djibouti"
1296359314110,11.944,43.868,10.0,4.8,"63 km E of Obock, Djibouti"
1296354523060,11.991,44.033,10.0,5.0,"81 km E of Obock, Djibouti"
1296353896920,11.676,44.059,10.0,4.1,"89 km ESE of Obock, Djibouti"
1295370149200,11.988,43.986,10.0,4.4,"76 km E of Obock, Djibouti"
1295368554660,11.9,44.07,10.0,4.8,"85 km E of Obock, Djibouti"
1295156271380,11.844,44.004,10.0,4.2,"79 km E of Obock, Djibouti"
1295152930360,11.738,44.072,10.0,4.0,"89 km ESE of Obock, Djibouti"
1294626597570,12.036,43.985,10.0,5.1,"76 km E of Obock, Djibouti"
1293833084350,11.884,44.059,10.0,4.8,"84 km E of Obock, Djibouti"
1293818972050,11.871,44.001,10.0,4.7,"78 km E of Obock, Djibouti"
1293647674470,11.715,44.016,10.0,4.3,"84 km ESE of Obock, Djibouti"
1292951800610,12.0,43.845,10.0,4.5,"60 km E of Obock, Djibouti"
1292786675940,12.029,44.012,10.0,4.6,"79 km E of Obock, Djibouti"
1292760864510,7.521,37.839,10.0,5.1,"3 km SSW of Hosa’ina, Ethiopia"
1292638176720,11.502,44.143,10.0,4.0,"97 km E of Loyada, Djibouti"
1292395980660,11.836,44.041,10.0,4.0,"83 km E of Obock, Djibouti"
1292184540170,11.837,43.988,10.0,4.2,"77 km E of Obock, Djibouti"
1292183959940,11.926,43.941,10.0,4.0,"71 km E of Obock, Djibouti"
1292076385480,11.927,43.983,10.0,5.0,"75 km E of Obock, Djibouti"
1292076137360,11.911,43.996,10.0,4.4,"77 km E of Obock, Djibouti"
1291640106020,11.925,44.1,10.0,4.7,"88 km E of Obock, Djibouti"
1291635286330,11.888,44.031,10.0,4.5,"81 km E of Obock, Djibouti"
1291516496010,11.898,44.024,10.0,4.4,"80 km E of Obock, Djibouti"
1291516310270,11.656,44.068,10.0,4.3,"91 km ENE of Loyada, Djibouti"
1291511249430,12.017,43.971,10.0,4.3,"74 km E of Obock, Djibouti"
1291296647390,11.866,44.06,10.0,4.3,"84 km E of Obock, Djibouti"
1291115150830,11.919,43.84,10.0,4.0,"60 km E of Obock, Djibouti"
1291109661500,11.955,43.966,10.0,4.4,"73 km E of Obock, Djibouti"
1290884703480,12.003,43.947,10.0,4.8,"71 km E of Obock, Djibouti"
1290882154820,11.596,43.925,10.0,4.8,"74 km ENE of Loyada, Djibouti"
1290724876480,11.869,44.036,10.0,4.7,"82 km E of Obock, Djibouti"
1290692637460,11.971,43.984,10.0,4.3,"75 km E of Obock, Djibouti"
1290669065690,11.782,44.049,10.0,4.6,"85 km ESE of Obock, Djibouti"
1290625750150,11.923,44.01,10.0,4.0,"78 km E of Obock, Djibouti"
1290605778580,11.968,44.043,10.0,4.6,"82 km E of Obock, Djibouti"
1290586847110,11.889,43.853,10.0,4.1,"62 km E of Obock, Djibouti"
1290544808880,10.239,42.775,10.0,4.1,"77 km WNW of Baki, Somalia"
1290522696440,11.923,43.686,10.0,4.4,"43 km E of Obock, Djibouti"
1290487628040,11.722,43.782,10.0,4.1,"60 km ESE of Obock, Djibouti"
1290463401380,11.812,43.796,0.6,4.6,"57 km ESE of Obock, Djibouti"
1290438602350,11.904,43.903,10.0,4.1,"67 km E of Obock, Djibouti"
1290378374390,12.023,44.136,14.7,4.9,"92 km E of Obock, Djibouti"
1290377544940,11.519,44.051,10.0,4.7,"87 km E of Loyada, Djibouti"
1290296314950,11.928,43.973,10.0,4.8,"74 km E of Obock, Djibouti"
1290295737060,11.798,43.961,10.0,4.0,"75 km ESE of Obock, Djibouti"
1290254037220,12.012,43.925,10.0,4.5,"69 km E of Obock, Djibouti"
1290218127700,11.827,44.018,10.0,4.6,"80 km E of Obock, Djibouti"
1290218110070,11.791,44.014,10.0,4.2,"81 km ESE of Obock, Djibouti"
1290047151370,11.922,43.947,10.0,4.8,"71 km E of Obock, Djibouti"
1290045413670,12.009,43.986,10.0,5.0,"76 km E of Obock, Djibouti"
1290026737120,11.992,43.943,10.0,4.5,"71 km E of Obock, Djibouti"
1290025709820,11.93,44.115,10.0,4.8,"90 km E of Obock, Djibouti"
1289982599460,11.734,43.899,10.0,4.0,"71 km ESE of Obock, Djibouti"
1289958311000,12.142,43.535,10.0,4.2,"33 km NE of Obock, Djibouti"
1289948315170,11.791,43.981,10.0,4.8,"77 km ESE of Obock, Djibouti"
1289948016920,11.843,43.949,8.8,4.7,"73 km E of Obock, Djibouti"
1289929103260,11.653,43.962,10.0,4.6,"80 km ENE of Loyada, Djibouti"
1289929043310,11.911,44.042,10.0,4.6,"82 km E of Obock, Djibouti"
1289922687090,12.03,44.0,10.0,4.9,"77 km E of Obock, Djibouti"
1289873215290,11.945,43.973,10.0,5.1,"74 km E of Obock, Djibouti"
1289873120980,12.0,43.961,10.0,4.8,"73 km E of Obock, Djibouti"
1289864129250,11.89,43.988,10.0,4.7,"76 km E of Obock, Djibouti"
1289863769760,11.765,43.833,10.0,4.6,"63 km ESE of Obock, Djibouti"
1289853847640,11.983,43.824,10.0,4.7,"58 km E of Obock, Djibouti"
1289850486810,11.873,43.843,10.0,4.5,"61 km E of Obock, Djibouti"
1289847764890,11.676,43.952,10.0,4.3,"79 km ESE of Obock, Djibouti"
1289846222440,11.824,43.937,10.0,4.8,"72 km ESE of Obock, Djibouti"
1289843645270,11.947,43.941,10.0,4.3,"71 km E of Obock, Djibouti"
1289828786590,11.764,43.88,10.0,4.4,"68 km ESE of Obock, Djibouti"
1289828692890,11.757,43.914,10.0,4.6,"72 km ESE of Obock, Djibouti"
1289828269840,12.014,43.946,10.0,4.3,"71 km E of Obock, Djibouti"
1289827639280,11.382,43.514,10.0,4.0,"29 km ESE of Loyada, Djibouti"
1289819539760,11.764,43.468,10.0,4.6,"29 km SE of Obock, Djibouti"
1289813005630,11.938,43.937,10.0,4.2,"70 km E of Obock, Djibouti"
1289806566920,11.934,44.001,10.0,5.0,"77 km E of Obock, Djibouti"
1289805185220,11.966,43.916,10.0,4.3,"68 km E of Obock, Djibouti"
1289804947290,11.938,43.881,10.0,4.6,"64 km E of Obock, Djibouti"
1289800416590,11.464,43.509,10.0,4.0,"27 km E of Loyada, Djibouti"
1289792645240,11.986,43.679,10.0,4.5,"42 km E of Obock, Djibouti"
1289791132070,11.834,43.925,10.0,4.4,"70 km ESE of Obock, Djibouti"
1289779876590,11.663,43.938,10.0,4.4,"78 km ENE of Loyada, Djibouti"
1289779644060,11.699,43.879,10.0,4.5,"70 km ESE of Obock, Djibouti"
1289779566110,11.906,43.818,10.0,4.6,"58 km E of Obock, Djibouti"
1289777134840,12.121,44.006,10.0,5.1,"79 km ENE of Obock, Djibouti"
1289773350110,11.916,43.579,10.0,5.3,"32 km E of Obock, Djibouti"
1289772500350,11.997,43.804,10.0,4.5,"56 km E of Obock, Djibouti"
1289770145520,11.815,43.937,4.9,4.8,"72 km ESE of Obock, Djibouti"
1289769284770,11.758,43.732,6.2,4.9,"53 km ESE of Obock, Djibouti"
1289768462820,11.801,44.026,3.9,4.3,"82 km ESE of Obock, Djibouti"
1289765986490,11.843,44.082,10.0,4.9,"87 km E of Obock, Djibouti"
1289765883170,11.916,43.618,10.0,5.1,"36 km E of Obock, Djibouti"
1289762144790,11.983,43.916,10.0,5.0,"68 km E of Obock, Djibouti"
1289760868710,12.014,44.017,10.0,4.7,"79 km E of Obock, Djibouti"
1289756357470,11.859,43.977,10.0,5.2,"75 km E of Obock, Djibouti"
1289755341520,11.776,43.721,10.0,4.3,"51 km ESE of Obock, Djibouti"
1289755153460,11.911,43.592,10.0,4.0,"33 km E of Obock, Djibouti"
1289755027770,11.874,43.74,10.0,5.1,"50 km ESE of Obock, Djibouti"
1289754167690,11.865,43.716,10.0,5.5,"47 km ESE of Obock, Djibouti"
1289753174420,11.811,43.939,10.0,4.2,"72 km ESE of Obock, Djibouti"
1289752398310,11.886,43.663,10.0,5.0,"41 km ESE of Obock, Djibouti"
1289750293210,11.888,43.912,10.0,4.2,"68 km E of Obock, Djibouti"
1289749020000,11.877,43.773,2.5,4.8,"53 km E of Obock, Djibouti"
1289748433120,11.757,43.709,8.7,4.5,"51 km ESE of Obock, Djibouti"
1289747706070,12.1,43.754,10.0,4.8,"52 km ENE of Obock, Djibouti"
1289747190610,11.906,43.648,11.5,5.2,"39 km E of Obock, Djibouti"
1289747114880,11.711,43.896,10.0,4.2,"72 km ESE of Obock, Djibouti"
1289746525760,12.041,43.797,13.0,5.4,"55 km E of Obock, Djibouti"
1289745982220,11.646,43.989,10.0,4.2,"82 km ENE of Loyada, Djibouti"
1289745708940,11.956,43.868,10.0,4.5,"63 km E of Obock, Djibouti"
1289745199230,11.948,43.821,10.0,5.3,"58 km E of Obock, Djibouti"
1289744860560,11.784,43.691,10.0,5.1,"48 km ESE of Obock, Djibouti"
1289743470780,11.971,43.932,10.0,5.2,"70 km E of Obock, Djibouti"
1289742603550,11.927,43.944,10.0,5.2,"71 km E of Obock, Djibouti"
1289742324940,11.665,43.954,10.0,4.2,"79 km ENE of Loyada, Djibouti"
1289740465500,11.733,43.78,10.0,4.6,"59 km ESE of Obock, Djibouti"
1289739761040,11.674,43.915,10.0,4.5,"75 km ESE of Obock, Djibouti"
1289739576650,11.693,43.662,10.0,4.1,"50 km SE of Obock, Djibouti"
1289739471560,11.776,43.919,10.0,4.3,"71 km ESE of Obock, Djibouti"
1289739389270,11.764,43.896,10.0,4.2,"69 km ESE of Obock, Djibouti"
1289738996110,11.863,43.764,10.0,5.0,"53 km ESE of Obock, Djibouti"
1289738911550,11.83,43.885,10.0,4.2,"66 km ESE of Obock, Djibouti"
1289738508570,11.96,43.901,10.0,4.9,"66 km E of Obock, Djibouti"
1289738451390,11.822,44.012,10.0,4.2,"80 km ESE of Obock, Djibouti"
1289738335290,11.73,43.942,10.0,4.7,"75 km ESE of Obock, Djibouti"
1289737035770,11.833,43.845,10.0,4.7,"62 km ESE of Obock, Djibouti"
1289736614030,11.829,43.877,10.0,4.5,"65 km ESE of Obock, Djibouti"
1289736046990,11.81,43.99,10.0,4.3,"78 km ESE of Obock, Djibouti"
1289735262150,11.563,43.803,10.0,4.1,"61 km E of Loyada, Djibouti"
1289735126590,11.839,43.845,10.0,4.1,"62 km ESE of Obock, Djibouti"
1289734976700,11.819,43.918,10.0,4.4,"70 km ESE of Obock, Djibouti"
1289734856550,11.815,43.828,10.0,4.4,"61 km ESE of Obock, Djibouti"
1289734218190,12.098,43.954,10.0,4.9,"73 km E of Obock, Djibouti"
1289734026450,11.835,44.037,10.0,4.3,"82 km E of Obock, Djibouti"
1289733561460,11.814,43.961,10.0,4.3,"75 km ESE of Obock, Djibouti"
1289733252520,11.78,44.022,10.0,4.5,"82 km ESE of Obock, Djibouti"
1289732981880,11.89,43.912,10.0,4.6,"68 km E of Obock, Djibouti"
1289732778380,11.796,43.874,10.0,4.5,"66 km ESE of Obock, Djibouti"
1289731067420,11.94,43.974,10.0,5.2,"74 km E of Obock, Djibouti"
1289731043620,11.939,44.018,10.0,4.6,"79 km E of Obock, Djibouti"
1289730866550,11.85,44.096,10.0,4.7,"88 km E of Obock, Djibouti"
1289729829530,11.763,43.926,10.0,4.1,Djibouti region
1289729805820,11.86,43.982,10.0,4.5,"76 km E of Obock, Djibouti"
1289729690490,11.9,44.044,10.0,4.4,"82 km E of Obock, Djibouti"
1289729576830,11.75,43.945,10.0,4.6,"75 km ESE of Obock, Djibouti"
1289728356990,11.732,43.917,10.0,4.2,"73 km ESE of Obock, Djibouti"
1289728282270,11.397,44.014,10.0,4.3,"83 km E of Loyada, Djibouti"
1289728163560,11.937,43.844,10.0,4.5,"60 km E of Obock, Djibouti"
1289726942020,11.809,43.639,10.0,4.3,"42 km ESE of Obock, Djibouti"
1289726606740,12.007,43.999,10.0,4.8,"77 km E of Obock, Djibouti"
1289726415580,11.895,44.1,10.0,4.6,"88 km E of Obock, Djibouti"
1289726271060,11.912,43.989,10.0,4.9,"76 km E of Obock, Djibouti"
1289725557160,11.804,44.04,10.0,4.5,"83 km ESE of Obock, Djibouti"
1289725123480,11.927,43.82,10.0,4.2,"58 km E of Obock, Djibouti"
1289723422160,11.931,44.026,10.0,4.6,"80 km E of Obock, Djibouti"
1289722881670,12.023,43.974,10.0,5.3,"74 km E of Obock, Djibouti"
1289722119520,11.778,43.99,10.0,4.0,"79 km ESE of Obock, Djibouti"
1289721594520,11.905,44.13,10.0,4.0,"91 km E of Obock, Djibouti"
1289721437390,11.905,44.061,10.0,4.5,"84 km E of Obock, Djibouti"
1289721231330,11.515,44.081,10.0,4.4,"90 km E of Loyada, Djibouti"
1289720646420,11.872,44.163,10.0,4.0,"95 km E of Obock, Djibouti"
1289720445980,11.901,44.103,10.0,4.1,"89 km E of Obock, Djibouti"
1289720313140,11.931,43.991,10.0,5.2,"76 km E of Obock, Djibouti"
1289719653990,11.924,43.972,10.0,4.9,"74 km E of Obock, Djibouti"
1289718512160,11.797,43.947,10.0,5.1,"74 km ESE of Obock, Djibouti"
1289718214840,11.935,44.075,10.0,4.7,"85 km E of Obock, Djibouti"
1289717900320,11.68,44.12,10.0,4.2,"96 km ESE of Obock, Djibouti"
1289717673450,11.817,44.075,10.0,4.3,"87 km E of Obock, Djibouti"
1289717168360,11.9,44.052,10.0,4.0,"83 km E of Obock, Djibouti"
1289717143730,11.911,44.019,10.0,4.0,"79 km E of Obock, Djibouti"
1289716347980,11.984,43.963,10.0,5.5,"73 km E of Obock, Djibouti"
1289716165140,11.86,44.02,10.0,4.6,"80 km E of Obock, Djibouti"
1289672815730,11.823,43.962,10.0,4.7,"75 km ESE of Obock, Djibouti"
1287832101760,4.732,36.122,10.0,5.0,"11 km SSE of Lobuni, Ethiopia"
1277620323080,12.064,46.493,10.0,5.0,"168 km SE of Zinjib?r, Yemen"
1270958277120,11.956,43.652,10.0,4.4,"39 km E of Obock, Djibouti"
1270836163710,11.781,43.647,10.0,4.4,"44 km ESE of Obock, Djibouti"
1267517734120,11.833,43.602,10.0,4.4,"37 km ESE of Obock, Djibouti"
1263271444680,11.697,43.367,10.0,4.6,"26 km ENE of Djibouti, Djibouti"
1263069279910,14.185,40.188,10.0,4.4,"79 km E of ?d?grat, Ethiopia"
1261453147720,10.224,40.846,10.0,5.0,"22 km ENE of Gewan?, Ethiopia"
1257628033030,12.115,45.924,10.0,4.3,"121 km SE of Aden, Yemen"
1257535624860,12.05,45.828,10.0,4.9,"117 km SE of Aden, Yemen"
1257524526180,11.931,45.823,10.0,4.1,"126 km SE of Aden, Yemen"
1257470762800,12.018,44.683,10.0,4.8,"92 km SSW of Aden, Yemen"
1257419146270,12.196,45.801,10.0,4.5,"105 km SE of Aden, Yemen"
1257408349750,12.101,45.903,10.0,5.2,"120 km SE of Aden, Yemen"
1257407850720,12.075,45.924,10.0,5.4,"124 km SE of Aden, Yemen"
1257406127870,12.129,45.746,10.0,4.0,"105 km SE of Aden, Yemen"
1257405152440,12.108,45.907,10.0,5.6,"120 km SE of Aden, Yemen"
1257402676290,12.085,45.93,10.0,4.3,"123 km SE of Aden, Yemen"
1257402184220,12.137,45.812,10.0,5.1,"110 km SE of Aden, Yemen"
1255475826060,11.983,46.033,10.0,4.3,"139 km SE of Aden, Yemen"
1253382969200,9.563,40.181,10.0,4.5,"51 km SSE of Abomsa, Ethiopia"
1243316046230,11.935,43.905,10.0,4.4,"67 km E of Obock, Djibouti"
1224334631620,12.382,40.693,10.0,4.0,"73 km NNW of Semera, Ethiopia"
1224275064860,12.146,40.492,10.0,4.5,"68 km NW of Semera, Ethiopia"
1224258322250,12.383,40.55,10.0,4.3,"81 km NW of Semera, Ethiopia"
1224248768960,12.456,40.574,10.0,3.9,"87 km NNW of Semera, Ethiopia"
1224241035670,12.335,40.646,10.0,4.9,"71 km NNW of Semera, Ethiopia"
1224239170060,12.158,40.502,10.0,3.9,"68 km NW of Semera, Ethiopia"
1224236441280,12.386,40.613,10.0,4.9,"78 km NNW of Semera, Ethiopia"
1219124158000,11.773,45.503,10.0,4.0,"122 km SSE of Aden, Yemen"
1209508888090,11.354,43.123,10.0,4.4,"15 km ESE of Goubétto, Djibouti"
1209488691210,11.513,43.031,12.9,4.1,"10 km NNE of Goubétto, Djibouti"
1209436397440,11.751,42.84,10.0,4.5,"6 km SW of Tadjourah, Djibouti"
1209433824740,11.721,42.834,10.0,4.1,"9 km SW of Tadjourah, Djibouti"
1209433667920,11.652,42.953,10.0,4.3,"16 km SSE of Tadjourah, Djibouti"
1209431251040,11.715,42.808,10.0,5.0,"11 km SW of Tadjourah, Djibouti"
1209427619200,11.683,42.986,10.0,5.0,"16 km SE of Tadjourah, Djibouti"
1204383232080,11.804,43.951,10.0,4.5,"74 km ESE of Obock, Djibouti"
1198387081500,4.762,36.228,10.0,4.6,"16 km ESE of Lobuni, Ethiopia"
1195047820360,12.464,47.215,10.0,4.1,"179 km NW of Las Khorey, Somalia"
1194816101810,12.15,40.687,10.0,4.7,"52 km NW of Semera, Ethiopia"
1194392646110,13.572,39.929,10.0,4.4,"49 km E of Mek'ele, Ethiopia"
1194210377760,13.358,39.891,10.0,4.5,"47 km ESE of Mek'ele, Ethiopia"
1191315991840,13.439,40.828,10.0,5.0,"108 km WSW of Edd, Eritrea"
1186296239680,12.538,47.502,10.0,4.6,"170 km NNW of Las Khorey, Somalia"
1186076410990,12.469,47.604,10.0,4.2,"158 km NNW of Las Khorey, Somalia"
1186061849210,12.511,47.462,10.0,5.7,"169 km NNW of Las Khorey, Somalia"
